Volledige opname,concert,15,787.7,1437.3,2086.9,2819.3,3496.5,4146.1,4768,5362.3,5929,6468,2286.9,4229,6171,8320,10331,12273,14146.1,15950.2,17685.4,19351.5,3375.7,6231.6,9087.5,12216,15162.8,18018.7,20783.7,23457.8,26041,28533.3,8519.6,15800.7,23081.7,31066.7,38582.4,45863.5,52909.9,59721.6,66298.8,72641.2,1
Volledige opname,concert,16,815.7,1493.2,2170.7,2931.1,3636.3,4313.8,4963.7,5585.9,6180.5,6747.5,2384.2,4423.5,6462.9,8709.1,10817.4,12856.7,14827.1,16728.5,18560.9,20324.4,3504.9,6489.9,9475,12732.7,15808.7,18793.7,21687.9,24491.1,27203.5,29825,8854.3,16470,24085.8,32405.4,40255.8,47871.6,55252.7,62399.1,69310.9,75988.1,1
Volledige opname,concert,17,843.6,1549.1,2254.5,3042.9,3776,4481.4,5159.3,5809.5,6432,7026.9,2481.5,4618.1,6754.7,9098.2,11303.8,13440.4,15508.1,17506.8,19436.5,21297.2,3634,6748.3,9862.5,13249.4,16454.5,19568.7,22592,25524.5,28366,31116.6,9189,17139.4,25089.8,33744.2,41929.3,49879.7,57595.5,65076.6,72323.1,79335,1
Volledige opname,concert,18,871.6,1605,2338.4,3154.7,3915.7,4649.1,5354.9,6033,6683.5,7306.4,2578.8,4812.7,7046.6,9487.4,11790.2,14024.1,16189.1,18285,20312,22270.1,3763.2,7006.6,10250,13766,17100.3,20343.7,23496.2,26557.8,29528.5,32408.3,9523.7,17808.8,26093.9,35082.9,43602.7,51887.8,59938.3,67754.1,75335.3,82681.8,1
Volledige opname,concert,19,917.2,1696.3,2475.3,3337.3,4143.9,4923,5674.4,6398.2,7094.3,7762.8,2674.6,5004.3,7334.1,9870.7,12269.4,14599.1,16859.9,19051.7,21174.5,23228.4,3782.5,7045.1,10307.7,13843.1,17196.6,20459.2,23631,26711.8,29701.8,32600.8,9389.4,17540.2,25691,34545.7,42931.1,51081.9,58998.1,66679.6,74126.5,81338.7,1
Volledige opname,concert,20,945.2,1752.2,2559.1,3449,4283.7,5090.6,5870,6621.7,7345.8,8042.3,2795.1,5245.4,7695.6,10352.8,12872,15322.2,17703.5,20015.8,22259.2,24433.5,4074.6,7629.5,11184.3,15011.8,18657.5,22212.3,25676.2,29049.3,32331.4,35522.6,10280.2,19321.8,28363.4,38108.9,47385.1,56426.8,65233.7,73806,82143.7,90246.7,1
Volledige opname,business,1,437.5,760.1,1082.7,1474.3,1819.8,2142.5,2442.1,2718.7,2972.4,3203.1,1511.5,2732.7,3953.8,5349.2,6628.4,7849.5,9012.6,10117.5,11164.4,12153.2,1850.8,3273.3,4695.8,6349.1,7848.5,9271,10616.5,11885.1,13076.7,14191.3,4577.4,8399.8,12222.2,16458.4,20418.8,24241.1,27925.6,31472.1,34880.7,38151.3,1
Volledige opname,business,2,452.4,789.9,1127.4,1533.9,1894.4,2231.9,2546.4,2838,3106.6,3352.2,1511.5,2732.7,3953.8,5349.2,6628.4,7849.5,9012.6,10117.5,11164.4,12153.2,1888.1,3347.8,4807.5,6498.1,8034.8,9494.6,10877.3,12183.1,13412,14563.9,4577.4,8399.8,12222.2,16458.4,20418.8,24241.1,27925.6,31472.1,34880.7,38151.3,1
Volledige opname,business,3,467.3,819.7,1172.1,1593.5,1968.9,2321.3,2650.7,2957.2,3240.7,3501.2,1511.5,2732.7,3953.8,5349.2,6628.4,7849.5,9012.6,10117.5,11164.4,12153.2,1925.3,3422.3,4919.3,6647.2,8221.1,9718.1,11138.1,12481.2,13747.3,14936.5,4577.4,8399.8,12222.2,16458.4,20418.8,24241.1,27925.6,31472.1,34880.7,38151.3,1
Volledige opname,business,4,500.8,886.8,1272.7,1727.6,2136.6,2522.5,2885.5,3225.5,3542.5,3836.5,1511.5,2732.7,3953.8,5349.2,6628.4,7849.5,9012.6,10117.5,11164.4,12153.2,1962.6,3496.8,5031.1,6796.2,8407.4,9941.7,11399,12779.3,14082.7,15309.1,4577.4,8399.8,12222.2,16458.4,20418.8,24241.1,27925.6,31472.1,34880.7,38151.3,1
Volledige opname,business,5,534.4,953.9,1373.3,1861.8,2304.2,2723.7,3120.2,3493.7,3844.3,4171.9,1511.5,2732.7,3953.8,5349.2,6628.4,7849.5,9012.6,10117.5,11164.4,12153.2,1999.9,3571.4,5142.9,6945.3,8593.7,10165.2,11659.8,13077.4,14418,15681.7,4577.4,8399.8,12222.2,16458.4,20418.8,24241.1,27925.6,31472.1,34880.7,38151.3,1
Volledige opname,business,6,567.9,1020.9,1473.9,1995.9,2471.9,2924.9,3355,3762,4146.1,4507.2,1572.5,2854.6,4136.7,5593.1,6933.3,8215.4,9439.5,10605.4,11713.3,12763.1,2112.6,3796.8,5481,7396.1,9157.3,10841.5,12448.8,13979.1,15432.4,16808.8,4656.6,8558.1,12459.6,16775,20814.4,24715.9,28479.5,32105.2,35592.9,38942.6,1
Volledige opname,business,7,601.4,1088,1574.5,2130,2639.6,3126.1,3589.7,4030.3,4447.9,4842.6,1633.5,2976.6,4319.7,5837,7238.2,8581.3,9866.3,11093.3,12262.1,13372.9,2248.6,4068.8,5889,7940.1,9837.3,11657.5,13400.8,15067.1,16656.4,18168.8,4815.6,8876.1,12936.6,17410.9,21609.4,25669.9,29592.5,33377.1,37023.8,40532.6,1
Volledige opname,business,8,635,1155.1,1675.1,2264.2,2807.2,3327.3,3824.4,4298.6,4749.7,5177.9,1694.5,3098.6,4502.7,6081,7543.1,8947.2,10293.2,11581.2,12811,13982.8,2384.6,4340.8,6297,8484.1,10517.3,12473.5,14352.8,16155.1,17880.4,19528.8,5010.9,9266.7,13522.5,18192.1,22585.9,26841.7,30959.5,34939.5,38781.5,42485.5,1
Volledige opname,business,9,668.5,1222.1,1775.7,2398.3,2974.9,3528.5,4059.2,4566.8,5051.5,5513.2,1778.7,3267,4755.3,6417.8,7964.2,9452.5,10882.7,12254.9,13568.9,14824.9,2520.6,4612.8,6705,9028.1,11197.3,13289.5,15304.7,17243.1,19104.4,20888.8,5252.6,9750.2,14247.8,19159.1,23794.7,28292.2,32651.9,36873.5,40957.3,44903.1,1
